,Resident_Provider,Polygamous,Kids_Under_15_In_Settlement,Children_Under_15_outside_settlement,Spouses_on_settlement,Spouses_Outside_HH,recipient_of_wfp,recipient_of_hsnp,OPCT_received,PWSDCT_received,Relationship_MainProvider,Gender,Age,School_meal_receive,Work_last_7days,Main_provider_occupation,Toilet,Drinking_water,Donkeys_owned,Camels_owned,Zebu_cattle_owned,Shoats_owned,Nets_owned,Hooks_owned,Boats_rafts_owned
6185,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,72,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",VIP latrine,Piped water into plot/yard,0,0,0,0,0,0,0
6186,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,28,False,Other,Handicraft workers,VIP latrine,Piped water into plot/yard,0,0,0,0,0,0,0
6188,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,36,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,5,0,70,0,0,0
6190,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,28,False,Other,Handicraft workers,VIP latrine,Piped water into plot/yard,0,0,0,0,0,0,0
6193,1.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,28,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,1,0,15,0,0,0
6194,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,70,False,Other,Other jobs,Covered pit latrine,Other,0,0,0,0,0,0,0
6196,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,40,False,Seeking work,Other jobs,VIP latrine,Piped water into plot/yard,0,0,0,0,0,0,0
6198,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,43,False,Other,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",VIP latrine,Piped water into plot/yard,0,0,0,0,0,0,0
6204,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,57,False,Other,"Shop assistants, food vendors, sales & services, cashiers, bartenders",VIP latrine,Piped water into plot/yard,0,0,0,0,0,0,0
6207,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,56,False,Homemaker,Handicraft workers,Bush-None,Other,0,0,0,0,0,0,0
6209,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,31,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",VIP latrine,Piped water into plot/yard,0,0,0,0,0,0,0
6215,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,31,False,Worked for pay,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Public tap,0,0,0,0,0,0,0
6218,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,55,False,Worked for pay,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Piped water into plot/yard,0,0,0,1,0,0,0
6219,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,51,False,Homemaker,Main provider occupation not defined,Bush-None,Public tap,2,0,5,55,0,0,0
6220,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,27,False,Homemaker,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,1,0,5,50,0,0,0
6223,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,27,False,Worked for pay,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
6229,4.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,54,False,Worked on own/family business,Other jobs,Covered pit latrine,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6232,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,86,False,Homemaker,Other jobs,Bush-None,Public tap,0,0,1,5,0,0,0
6234,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,26,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Tube well/borehole with pump,1,0,8,12,0,0,0
6235,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,24,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Protected dug well,3,0,4,60,0,0,0
6236,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,23,False,Worked on own/family business,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6237,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,35,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,4,0,10,80,0,0,0
6240,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,29,False,Worked on own/family business,Other jobs,Covered pit latrine,Tube well/borehole with pump,0,0,0,0,0,0,0
6250,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,38,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,"River, Lake, ponds or similar",0,0,0,4,0,0,0
6251,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,51,False,Homemaker,Main provider occupation not defined,Bush-None,Public tap,0,0,3,20,0,0,0
6253,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,23,False,Worked on own/family business,"Drivers, transport, freight workers",Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6254,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,27,False,Homemaker,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,1,0,5,30,0,0,0
6255,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,30,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Public tap,0,0,0,0,0,0,0
6261,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,29,False,Other,Handicraft workers,VIP latrine,Piped water into plot/yard,0,0,0,0,0,0,0
6265,1.0,1.0,0.0,5.0,0.0,1.0,True,0,False,False,Main Provider,Male,50,False,Herding-Worked on own/family agri. holding,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Tube well/borehole with pump,0,0,0,20,0,0,0
6267,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,26,False,Worked for pay,Crop and animal producers (mixed farming- relatively large-scale),Covered pit latrine,Protected dug well,0,0,0,0,0,0,0
6268,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,38,False,Worked on own/family business,"Drivers, transport, freight workers",Bush-None,"River, Lake, ponds or similar",0,0,0,0,1,1,2
6272,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,27,False,Worked on own/family business,"Drivers, transport, freight workers",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
6273,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Male,45,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,2,0,3,15,0,0,0
6277,2.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,24,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,2,0,6,30,0,0,0
6282,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,27,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Public tap,0,0,0,1,0,0,0
6283,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,34,False,Other,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,1,1,2
6287,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,38,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Unprotected dug well/springs,0,0,0,0,0,0,0
6288,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,42,False,Worked for pay,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Covered pit latrine,Unprotected dug well/springs,0,0,0,0,0,0,0
6296,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,49,False,Worked on own/family business,Other jobs,Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
6297,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,37,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Protected dug well,2,0,9,35,0,0,0
6301,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,27,False,Worked on own/family business,Other jobs,Bush-None,Public tap,0,0,0,0,0,0,0
6304,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,59,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Covered pit latrine,Piped water into plot/yard,0,0,0,7,0,0,0
6305,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,33,False,Worked on own/family business,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6310,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,25,False,Worked on own/family business,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6314,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,27,False,Homemaker,"Primary teachers, secondary, technical Institute teachers or other teaching professionals",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
6315,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,38,False,Worked on own/family business,"Primary teachers, secondary, technical Institute teachers or other teaching professionals",Covered pit latrine,Public tap,0,0,0,0,0,0,0
6319,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,35,False,Seeking work,Other jobs,Bush-None,Unprotected dug well/springs,0,0,0,0,0,0,0
6321,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,25,False,Worked on own/family business,Other jobs,Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
6324,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,40,False,Worked on own/family business,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6330,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,41,False,Worked on own/family business,Handicraft workers,Bush-None,"River, Lake, ponds or similar",0,0,0,0,1,1,2
6335,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,60,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Piped water into plot/yard,0,0,0,5,0,0,0
6336,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,27,False,Worked on own/family business,Other jobs,Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
6339,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,33,False,Homemaker,Other jobs,Bush-None,Public tap,0,0,0,0,0,0,0
6340,4.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,29,False,On leave,Other jobs,Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
6344,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,70,False,Doing nothing,Other jobs,Bush-None,Public tap,0,0,0,7,0,0,0
6349,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,26,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Public tap,0,0,0,0,0,0,0
6357,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,57,False,Worked for pay,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6364,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,29,False,Other,Other jobs,Bush-None,Other,0,0,0,0,0,0,0
6366,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,37,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
6367,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,33,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
6368,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,46,False,Worked on own/family business,"Drivers, transport, freight workers",Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6373,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,38,False,Worked on own/family business,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6376,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,67,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
6379,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,40,False,Worked for pay,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Covered pit latrine,Public tap,0,0,0,0,0,0,0
6382,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,59,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Public tap,0,0,0,4,0,0,0
6385,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,26,False,Other,Handicraft workers,VIP latrine,Piped water into plot/yard,0,0,0,0,0,0,0
6388,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,79,False,Worked on own/family business,Other jobs,Bush-None,Public tap,0,0,0,0,0,0,0
6389,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,42,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,"River, Lake, ponds or similar",0,0,0,9,0,0,0
6390,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,35,False,Doing nothing,Other jobs,Covered pit latrine,Tube well/borehole with pump,0,0,0,0,0,0,0
6398,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,38,False,In capacitated,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6400,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,39,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6401,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,44,False,Worked on own/family business,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6405,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,30,False,Worked on own/family business,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6409,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,76,False,Worked on own/family business,Other jobs,Bush-None,Other,0,0,0,0,0,0,0
6412,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,24,False,Worked on own/family business,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6416,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,80,False,Worked on own/family business,Other jobs,Bush-None,Piped water into plot/yard,0,0,0,1,0,0,0
6418,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,34,False,Other,Handicraft workers,Covered pit latrine,Other,0,0,0,0,0,0,0
6419,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,58,False,Worked on own/family business,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,10,0,0,0
6428,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,38,False,Worked on own/family business,Other jobs,Bush-None,Other,0,0,0,0,0,0,0
6429,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,34,False,Homemaker,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,1,1,2
6431,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,29,False,Worked for pay,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
6435,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,38,False,Worked on own/family business,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6439,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,35,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6441,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,29,False,Worked for pay,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Public tap,0,0,0,0,0,0,0
6442,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,28,False,Worked for pay,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,"River, Lake, ponds or similar",0,0,0,0,1,1,2
6449,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,25,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
6450,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,61,False,Worked on own/family business,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,2,0,0,0
6451,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,39,False,Worked on own/family business,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6453,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,29,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Public tap,0,0,0,0,0,0,0
6454,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,29,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Public tap,0,0,0,0,0,0,0
6461,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,26,False,Worked on own/family business,Other jobs,Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
6464,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,27,False,Doing nothing,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
6466,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,31,False,Worked on own/family business,Other jobs,Bush-None,Public tap,0,0,0,0,0,0,0
6471,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,44,False,Worked on own/family business,Other jobs,Covered pit latrine,Tube well/borehole with pump,0,0,0,0,0,0,0
6472,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,23,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Public tap,0,0,0,0,0,0,0
6474,4.0,1.0,0.0,6.0,0.0,1.0,False,0,False,False,Main Provider,Female,27,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Public tap,0,0,0,3,0,0,0
6485,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,40,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Uncovered pit latrine,Public tap,0,0,0,0,0,0,0
6490,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,27,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6497,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,27,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
6498,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,35,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Public tap,0,0,0,0,0,0,0
6500,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,32,False,Worked on own/family business,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6508,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,29,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Public tap,0,0,0,0,0,0,0
6509,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,39,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
6512,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,25,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,"River, Lake, ponds or similar",0,0,0,0,1,1,2
6513,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,72,False,Worked on own/family business,Other jobs,Bush-None,Public tap,0,0,0,0,0,0,0
6519,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,33,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,"River, Lake, ponds or similar",0,0,0,0,1,1,2
6521,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,47,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Covered pit latrine,Public tap,0,0,0,0,0,0,0
6522,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,27,False,Worked on own/family business,Other jobs,Bush-None,Public tap,0,0,0,0,0,0,0
6528,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,32,False,Worked on own/family business,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6530,0.0,0.0,0.0,0.0,0.0,0.0,False,0,True,False,Main Provider,Female,37,False,Worked for pay,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Covered pit latrine,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6538,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,46,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Public tap,0,0,0,0,0,0,0
6542,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,34,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
6543,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,31,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Uncovered pit latrine,"River, Lake, ponds or similar",0,0,0,2,0,0,0
6544,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,27,False,Worked on own/family business,Other jobs,Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
6545,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,42,False,Worked on own/family business,Other jobs,Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
6546,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,56,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Covered pit latrine,Public tap,0,0,0,0,1,1,2
6551,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,38,False,Doing nothing,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,"River, Lake, ponds or similar",0,0,0,0,1,1,2
6553,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,54,False,Worked for pay,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
6557,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,40,False,Worked on own/family business,"Drivers, transport, freight workers",Bush-None,"River, Lake, ponds or similar",0,0,0,30,0,0,0
6563,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,29,False,Homemaker,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,"River, Lake, ponds or similar",0,0,0,0,1,1,2
6564,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,42,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,"River, Lake, ponds or similar",0,0,0,0,1,1,2
0,3.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,34,False,Doing nothing,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
1,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,41,False,Doing nothing,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Uncovered pit latrine,Tube well/borehole with pump,0,0,0,0,0,0,0
3,3.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,41,False,Homemaker,Street vendors and related,Bush-None,Public tap,0,0,0,0,0,0,0
4,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,23,False,Other,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Unprotected dug well/springs,1,0,0,18,0,0,0
5,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,34,False,Other,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Public tap,0,0,0,8,0,0,0
